Name,negative,positive,predict_type
183,0.052027444317439143,0.9479725556825609,1
184,2.5788212390987097e-06,0.9999974211787609,1
185,2.5788212390987097e-06,0.9999974211787609,1
186,0.005109980068770699,0.9948900199312294,1
187,0.005109980068770699,0.9948900199312294,1
188,0.008572344114410291,0.9914276558855897,1
189,1.7611193807658826e-10,0.9999999998238881,1
190,8.53487124978926e-08,0.9999999146512876,1
191,0.00285106350107235,0.9971489364989278,1
192,0.01407246722832507,0.985927532771675,1
193,0.01407246722832507,0.985927532771675,1
194,1.3423482536587879e-09,0.9999999986576517,1
195,3.6832221405383e-08,0.9999999631677786,1
196,2.726055326850767e-08,0.9999999727394467,1
197,0.19619591606973052,0.8038040839302694,1
198,4.1125171382205755e-07,0.9999995887482862,1
199,4.1125171382205755e-07,0.9999995887482862,1
200,0.0033199087701128176,0.9966800912298872,1
201,7.192138890973163e-06,0.9999928078611091,1
202,8.694341046253346e-08,0.9999999130565896,1
203,5.0837087736535506e-08,0.9999999491629123,1
204,5.0837087736535506e-08,0.9999999491629123,1
205,7.982682631313878e-07,0.9999992017317368,1
206,7.982682631313878e-07,0.9999992017317368,1
207,5.231607751222404e-07,0.999999476839225,1
208,0.012860436123021735,0.9871395638769782,1
209,1.682012773767368e-07,0.9999998317987226,1
210,1.682012773767368e-07,0.9999998317987226,1
211,5.360060242092264e-10,0.9999999994639939,1
212,0.00708293357824994,0.9929170664217501,1
213,1.7772300365823405e-06,0.9999982227699633,1
214,7.22355343508402e-09,0.9999999927764466,1
215,7.22355343508402e-09,0.9999999927764466,1
216,0.002997119532431861,0.9970028804675681,1
217,0.002997119532431861,0.9970028804675681,1
218,1.627874118131363e-07,0.9999998372125882,1
219,1.627874118131363e-07,0.9999998372125882,1
220,1.7468204268607794e-07,0.9999998253179573,1
221,0.9994081199408621,0.0005918800591379705,0
222,1.1980592279506644e-08,0.9999999880194077,1
223,1.4335765257063217e-05,0.999985664234743,1
224,5.529481269132925e-12,0.9999999999944704,1
225,5.529481269132925e-12,0.9999999999944704,1
226,0.007503776867846145,0.992496223132154,1
227,0.007503776867846145,0.992496223132154,1
228,0.006790620332333318,0.9932093796676666,1
229,0.006790620332333318,0.9932093796676666,1
230,1.2300087726890458e-08,0.9999999876999122,1
231,1.2300087726890458e-08,0.9999999876999122,1
232,7.828387976069019e-06,0.9999921716120239,1
233,7.828387976069019e-06,0.9999921716120239,1
234,2.944067663425087e-07,0.9999997055932337,1
235,2.944067663425087e-07,0.9999997055932337,1
236,3.939266066566903e-11,0.9999999999606074,1
237,5.803496397764129e-11,0.9999999999419651,1
238,7.454058452103707e-10,0.9999999992545942,1
239,7.454058452103707e-10,0.9999999992545942,1
240,0.017178425781340795,0.9828215742186591,1
241,0.017178425781340795,0.9828215742186591,1
242,5.8131931414631755e-06,0.9999941868068586,1
243,8.686472547689211e-07,0.9999991313527452,1
244,8.686472547689211e-07,0.9999991313527452,1
245,6.966803897585523e-07,0.9999993033196103,1
246,9.498821945858048e-08,0.9999999050117805,1
247,0.004429803913038012,0.9955701960869621,1
248,0.004429803913038012,0.9955701960869621,1
249,0.010301724532993533,0.9896982754670064,1
250,1.755763764089185e-11,0.9999999999824424,1
251,1.755763764089185e-11,0.9999999999824424,1
252,0.004289032667562649,0.9957109673324375,1
253,0.004289032667562649,0.9957109673324375,1
254,5.329902144590914e-06,0.9999946700978554,1
255,1.4825041679670033e-05,0.9999851749583204,1
256,0.012332762969949344,0.9876672370300505,1
257,1.0642833130489242e-05,0.9999893571668695,1
258,1.0478587070249762e-06,0.999998952141293,1
259,1.0478587070249762e-06,0.999998952141293,1
260,2.773314360961505e-09,0.9999999972266856,1
261,2.773314360961505e-09,0.9999999972266856,1
262,3.080238876427493e-09,0.9999999969197612,1
263,1.403842201752511e-08,0.9999999859615779,1
264,6.523810375261701e-07,0.9999993476189625,1
265,6.523810375261701e-07,0.9999993476189625,1
266,4.0040581744476024e-12,0.999999999995996,1
267,5.56840947853071e-13,0.9999999999994431,1
