Name,negative,positive,predict_type
1,0.957744037251192,0.04225596274880816,0
10,0.12396991930331641,0.8760300806966836,1
100,0.9917698771675044,0.008230122832495627,0
101,0.9972391353251511,0.0027608646748489498,0
102,0.7813969184858794,0.21860308151412056,0
103,0.010713948212216422,0.9892860517877835,1
104,0.21211934242413313,0.7878806575758668,1
105,0.061388838296140114,0.9386111617038599,1
106,0.29750210028564594,0.7024978997143541,1
107,0.5580156220708482,0.44198437792915185,0
108,0.4322637018505737,0.5677362981494263,1
109,0.9836331973535568,0.016366802646443215,0
11,0.5560944799329351,0.4439055200670649,0
110,0.4622323596359262,0.5377676403640739,1
111,0.9949133661355453,0.005086633864454756,0
112,0.604869302888917,0.3951306971110829,0
113,0.8276486211104633,0.1723513788895366,0
114,0.2899767198513667,0.7100232801486333,1
115,0.9637844695622211,0.03621553043777903,0
116,0.2800818977419221,0.7199181022580778,1
117,0.7342738508454352,0.26572614915456494,0
118,0.9902705329507635,0.009729467049236537,0
119,0.982627294812926,0.01737270518707403,0
12,0.5531287236298166,0.44687127637018353,0
120,0.9510280438547926,0.04897195614520733,0
121,0.9554682524043094,0.04453174759569059,0
122,0.977998507838857,0.022001492161143034,0
123,0.5933797716385804,0.4066202283614198,0
124,0.8968525415223222,0.10314745847767784,0
125,0.9606919990905212,0.039308000909478925,0
126,0.9848582685529943,0.015141731447005605,0
127,0.08179739966987006,0.91820260033013,1
128,0.9858605177609986,0.014139482239001381,0
129,0.6554759710071494,0.3445240289928508,0
13,0.9443577695725722,0.05564223042742777,0
130,0.6106051326800043,0.38939486731999584,0
131,0.6701472606802742,0.32985273931972575,0
133,0.740162767520323,0.2598372324796772,0
134,0.032595110086392785,0.9674048899136072,1
135,0.9839845592872687,0.016015440712731234,0
136,0.9306699959468804,0.06933000405311966,0
137,0.8480439945747654,0.15195600542523444,0
138,0.8621622812878308,0.1378377187121694,0
139,0.013606857492912964,0.9863931425070872,1
14,0.008713034717611166,0.9912869652823889,1
140,0.4091607099914042,0.5908392900085958,1
141,0.9809469693911517,0.01905303060884828,0
142,0.6535963135203685,0.34640368647963155,0
143,0.9968267024701248,0.003173297529875106,0
144,0.8820449823416397,0.11795501765836028,0
145,0.999026532787702,0.0009734672122981135,0
146,0.7419467116350762,0.258053288364924,0
147,0.03706755009212002,0.96293244990788,1
148,0.9843624888154714,0.015637511184528486,0
149,0.8894653117857206,0.11053468821427946,0
15,0.8738207653967904,0.12617923460320965,0
150,0.6119632657271565,0.3880367342728434,0
151,0.7365446686935059,0.2634553313064941,0
153,0.4262697158289755,0.5737302841710246,1
154,0.05232562684028504,0.9476743731597149,1
155,0.9892042161194265,0.010795783880573381,0
156,0.27359310730891506,0.7264068926910849,1
157,0.971027263913693,0.028972736086307172,0
158,0.3470986675573279,0.6529013324426722,1
159,0.029742067583181316,0.9702579324168187,1
16,0.48016491653453436,0.5198350834654656,1
160,0.9827894782605959,0.01721052173940402,0
161,0.9945313347705055,0.005468665229494531,0
162,0.043524509767956486,0.9564754902320435,1
163,0.10468464039307485,0.8953153596069254,1
164,0.9918215048520589,0.008178495147940987,0
165,0.03261113433711137,0.9673888656628885,1
166,0.9885795700378385,0.011420429962161586,0
167,0.8854681281964248,0.11453187180357512,0
168,0.9878647455170033,0.012135254482996764,0
169,0.9809606336160157,0.019039366383984374,0
17,0.9343434497215685,0.06565655027843174,0
170,0.5,0.5,1
171,0.8705474853647328,0.12945251463526727,0
172,0.9972908712305639,0.0027091287694360968,0
173,0.9148631451469671,0.08513685485303289,0
174,0.03163910802430106,0.9683608919756987,1
176,0.06851601630817793,0.931483983691822,1
177,0.96884458729332,0.03115541270668005,0
178,0.05547279374363387,0.9445272062563662,1
179,0.6699074339675691,0.3300925660324309,0
18,0.9784399556938033,0.021560044306196832,0
180,0.8132293070277612,0.1867706929722387,0
181,0.6299833525401582,0.37001664745984186,0
182,0.958055246893537,0.04194475310646291,0
183,0.5,0.5,1
184,0.9757884848172134,0.024211515182786702,0
185,0.9771076352041153,0.022892364795884846,0
186,0.9991909810935501,0.0008090189064499934,0
187,0.012754418779982367,0.9872455812200176,1
188,0.9951394787316371,0.004860521268362867,0
189,0.6467270324587695,0.3532729675412306,0
19,0.03833086481580204,0.9616691351841979,1
190,0.7288058496105941,0.27119415038940575,0
191,0.039541731592013726,0.9604582684079863,1
192,0.5438466466375456,0.45615335336245455,0
193,0.9965079757738683,0.0034920242261316683,0
194,0.29334335186314653,0.7066566481368535,1
195,0.12235139216665417,0.8776486078333456,1
196,0.3557773352672286,0.6442226647327713,1
197,0.46504947288105253,0.5349505271189474,1
199,0.9915703603912203,0.008429639608779774,0
2,0.03220865391921724,0.9677913460807827,1
200,0.9684425959261749,0.03155740407382503,0
201,0.050421044872337936,0.9495789551276623,1
202,0.7119752433804406,0.2880247566195595,0
203,2.595065935241655e-06,0.9999974049340647,1
204,0.7085680264726513,0.29143197352734873,0
205,0.9977268870722292,0.002273112927770789,0
206,0.9380519050547816,0.06194809494521847,0
207,0.7354082103196684,0.26459178968033176,0
208,0.49408094720145646,0.5059190527985435,1
210,0.9304971617966828,0.0695028382033171,0
211,0.9922315592234361,0.0077684407765639596,0
212,0.02591162123216889,0.9740883787678309,1
213,1.954496540487164e-06,0.9999980455034595,1
214,0.9913691051034731,0.008630894896526946,0
215,0.05679842449406845,0.9432015755059316,1
216,0.7770083747913415,0.2229916252086584,0
217,0.6900064434402108,0.3099935565597891,0
218,0.8824722189835345,0.11752778101646562,0
219,0.9975737388723359,0.0024262611276640567,0
22,0.9967609057266089,0.0032390942733909163,0
220,0.9773814322511705,0.02261856774882951,0
221,0.9752087336780774,0.024791266321922745,0
222,0.9987339669803482,0.0012660330196517342,0
223,0.969347120397574,0.030652879602426106,0
224,0.004924139652787344,0.9950758603472128,1
225,0.5343413050042697,0.4656586949957304,0
226,0.8667721072278,0.13322789277220026,0
227,0.0046057004966159635,0.9953942995033842,1
228,0.23839086862009104,0.7616091313799089,1
229,0.9992045910830016,0.0007954089169983339,0
23,0.9856239263923849,0.01437607360761516,0
231,0.9838682931902606,0.01613170680973932,0
233,0.9277916707535759,0.07220832924642422,0
234,0.08335330006103593,0.9166466999389639,1
235,0.9666913075137445,0.03330869248625551,0
236,0.9958716272658431,0.00412837273415683,0
237,0.1049471699530008,0.8950528300469991,1
238,0.9932997015809912,0.0067002984190087204,0
239,0.4481725767995741,0.5518274232004258,1
24,0.015823082158321934,0.984176917841678,1
240,0.6252862956191025,0.37471370438089757,0
241,0.3108534352903659,0.689146564709634,1
242,0.9318892176217278,0.06811078237827203,0
243,0.8475667459743883,0.15243325402561173,0
244,0.4598192315020327,0.5401807684979671,1
245,0.8767660550034657,0.1232339449965344,0
246,0.7368812062287795,0.2631187937712204,0
247,1.147406924348513e-06,0.9999988525930755,1
248,0.35026258577807495,0.6497374142219252,1
249,0.04486943822606546,0.9551305617739345,1
25,0.13585579235577327,0.8641442076442268,1
250,0.15268300033074347,0.8473169996692568,1
251,0.018045759457122952,0.981954240542877,1
252,0.9824366017996841,0.017563398200315883,0
253,0.48535112584924717,0.5146488741507529,1
254,0.9851100684737635,0.014889931526236662,0
255,0.6577475172762884,0.3422524827237114,0
256,0.9951777290055669,0.0048222709944330255,0
257,0.9801263494752324,0.019873650524767545,0
258,0.10966550182550869,0.8903344981744914,1
259,0.7679783071903123,0.23202169280968768,0
26,0.944197628007764,0.055802371992236185,0
260,0.6497393031609006,0.3502606968390994,0
261,0.0048460073077876194,0.9951539926922122,1
262,0.746995988436965,0.253004011563035,0
263,0.9934731496765623,0.0065268503234376255,0
264,0.11976265667753762,0.8802373433224625,1
265,0.13201097459825586,0.8679890254017439,1
266,0.913487224939503,0.0865127750604969,0
267,0.8151356213291748,0.1848643786708254,0
268,0.6467285551835901,0.3532714448164101,0
269,0.9346400229790695,0.06535997702093042,0
27,0.9653756580215357,0.034624341978464215,0
270,0.9975750360601259,0.002424963939874168,0
271,0.9928907273621369,0.007109272637863086,0
272,0.9475328688729907,0.0524671311270094,0
273,0.9947538874530707,0.0052461125469292595,0
274,0.9704695256284315,0.029530474371568416,0
275,0.9981377609540025,0.0018622390459973686,0
276,0.9649095793433183,0.03509042065668166,0
277,0.9951057389775495,0.0048942610224503875,0
278,0.9229976222179392,0.07700237778206082,0
28,0.053967650981452245,0.9460323490185477,1
280,0.8304155120657768,0.169584487934223,0
281,0.7930685611675395,0.20693143883246043,0
282,0.0748578838624009,0.9251421161375991,1
283,0.03430729986409713,0.9656927001359028,1
284,0.03567673564017765,0.9643232643598222,1
285,0.22575637510917848,0.7742436248908215,1
286,0.9574387932274162,0.04256120677258368,0
287,0.9431079603896769,0.05689203961032306,0
288,0.9295478246475759,0.07045217535242412,0
29,0.9934583280879682,0.0065416719120318,0
3,0.6964970300035129,0.30350296999648685,0
31,0.9524661614906988,0.04753383850930102,0
32,0.7952832288224103,0.20471677117758968,0
33,0.9939017608735545,0.006098239126445423,0
34,0.9983021716020541,0.0016978283979459858,0
35,0.48237398143143434,0.5176260185685656,1
36,0.720200515316181,0.2797994846838188,0
37,0.4420709518911205,0.5579290481088796,1
38,0.997339646424391,0.002660353575609114,0
39,0.9916725139511744,0.008327486048825583,0
4,0.9946602646262159,0.005339735373784021,0
40,0.7633948885928092,0.23660511140719087,0
41,0.5214829464063514,0.4785170535936487,0
42,0.9269096436826096,0.0730903563173902,0
43,0.9919885891305998,0.008011410869400045,0
44,0.033134828816516984,0.9668651711834833,1
45,0.367811314729115,0.6321886852708849,1
46,0.9212392871059975,0.07876071289400241,0
47,0.5184049413910132,0.48159505860898694,0
