Name,negative,positive,predict_type
175,7.955219472139675e-09,0.9999999920447805,1
176,7.267307610419412e-08,0.9999999273269239,1
177,3.5624999686157824e-09,0.9999999964375,1
178,1.397417000809125e-10,0.9999999998602582,1
179,8.314363435371855e-09,0.9999999916856365,1
180,8.305014707253692e-13,0.9999999999991696,1
181,8.305014707253692e-13,0.9999999999991696,1
182,3.553491183420107e-07,0.9999996446508816,1
183,1.3608829259248795e-07,0.9999998639117075,1
184,2.0257819859233255e-06,0.9999979742180142,1
185,0.042266300490656904,0.9577336995093431,1
186,3.892938756519669e-07,0.9999996107061244,1
187,2.998842662713433e-10,0.9999999997001158,1
188,2.998842662713433e-10,0.9999999997001158,1
189,2.928510360640866e-08,0.9999999707148963,1
190,1.2512645062129004e-06,0.9999987487354937,1
191,2.386220771727528e-06,0.9999976137792282,1
192,1.085384424085631e-09,0.9999999989146157,1
193,2.4729659220424926e-09,0.9999999975270341,1
194,0.17600790570864305,0.8239920942913569,1
195,7.912397616760399e-09,0.9999999920876024,1
196,0.1312465370666842,0.8687534629333158,1
197,1.0852546101873647e-09,0.9999999989147454,1
198,1.2516942222854699e-09,0.9999999987483057,1
199,2.7165688767054287e-06,0.9999972834311233,1
200,1.48664832886362e-09,0.9999999985133516,1
201,4.010352078993279e-06,0.999995989647921,1
202,2.462496431271735e-09,0.9999999975375035,1
203,1.382933870805537e-06,0.9999986170661292,1
204,5.325794244076619e-07,0.9999994674205757,1
205,2.5028649168775736e-06,0.9999974971350831,1
206,8.583631826943567e-10,0.9999999991416368,1
207,6.329361988750727e-11,0.9999999999367064,1
208,7.064143612432791e-06,0.9999929358563876,1
209,0.00738806601639434,0.9926119339836057,1
210,5.93881312082902e-07,0.999999406118688,1
211,3.1070606060487e-13,0.9999999999996892,1
212,9.840621143975523e-13,0.999999999999016,1
213,0.006759042329772718,0.9932409576702274,1
214,0.42346391330763733,0.5765360866923626,1
215,0.1056090198523082,0.8943909801476918,1
216,0.214544534546255,0.7854554654537449,1
217,1.008351045531794e-08,0.9999999899164895,1
218,1.918051723917613e-08,0.9999999808194827,1
219,6.850249727955685e-10,0.9999999993149751,1
220,6.850249727955685e-10,0.9999999993149751,1
221,1.6119103015526955e-05,0.9999838808969844,1
222,5.104663218041961e-07,0.9999994895336782,1
223,2.9940695970877118e-09,0.9999999970059305,1
224,3.3277923528125215e-08,0.9999999667220765,1
225,0.04396167619160043,0.9560383238083996,1
226,0.6151878121967311,0.384812187803269,0
227,0.05120357674529985,0.9487964232546999,1
228,0.0028457716462565903,0.9971542283537433,1
229,2.340002908232512e-06,0.9999976599970918,1
230,2.903104397339444e-07,0.9999997096895602,1
231,1.8442399818947603e-07,0.9999998155760018,1
